complaint_id,timestamp,fraud_type,amount_lost,mule_account_id
CMP_00326,2026-08-24 00:08:15,UPI Phishing,50000,MULE_ACC_3007
CMP_00327,2026-08-25 19:28:15,Part-time Job Scam,100000,MULE_ACC_1483
CMP_00328,2026-07-21 04:31:15,Loan App Extortion,25000,MULE_ACC_1567
CMP_00329,2026-07-30 13:33:15,Credit Card Fraud,15000,MULE_ACC_2437
CMP_00330,2026-08-29 12:18:15,UPI Phishing,500000,MULE_ACC_9907
CMP_00331,2026-08-07 11:25:15,Credit Card Fraud,200000,MULE_ACC_9231
CMP_00332,2026-08-11 03:04:15,Part-time Job Scam,50000,MULE_ACC_1959
CMP_00333,2026-07-13 23:18:15,Credit Card Fraud,500000,MULE_ACC_4951
CMP_00334,2026-08-09 08:25:15,Investment Scam,25000,MULE_ACC_3885
CMP_00335,2026-07-05 18:47:15,Loan App Extortion,50000,MULE_ACC_3328
CMP_00336,2026-07-23 01:34:15,UPI Phishing,15000,MULE_ACC_2478
CMP_00337,2026-08-02 20:24:15,Investment Scam,200000,MULE_ACC_4300
CMP_00338,2026-07-05 00:40:15,UPI Phishing,500000,MULE_ACC_3320
CMP_00339,2026-08-18 17:28:15,Credit Card Fraud,200000,MULE_ACC_2655
CMP_00340,2026-07-31 16:34:15,Investment Scam,500000,MULE_ACC_6198
CMP_00341,2026-08-15 14:55:15,Credit Card Fraud,25000,MULE_ACC_7199
CMP_00342,2026-08-09 08:57:15,Investment Scam,200000,MULE_ACC_1530
CMP_00343,2026-08-13 14:09:15,Credit Card Fraud,100000,MULE_ACC_3304
CMP_00344,2026-08-12 22:55:15,Part-time Job Scam,500000,MULE_ACC_6500
CMP_00345,2026-07-08 07:19:15,UPI Phishing,15000,MULE_ACC_1020
CMP_00346,2026-08-29 09:34:15,Loan App Extortion,100000,MULE_ACC_6754
CMP_00347,2026-08-14 17:17:15,UPI Phishing,25000,MULE_ACC_8393
CMP_00348,2026-07-09 22:24:15,Investment Scam,25000,MULE_ACC_7151
CMP_00349,2026-08-11 16:00:15,Part-time Job Scam,100000,MULE_ACC_1507
CMP_00350,2026-07-06 23:24:15,Part-time Job Scam,25000,MULE_ACC_4112
CMP_00351,2026-08-15 05:22:15,UPI Phishing,25000,MULE_ACC_2571
CMP_00352,2026-07-07 07:03:15,Credit Card Fraud,100000,MULE_ACC_2435
CMP_00353,2026-07-05 02:13:15,UPI Phishing,500000,MULE_ACC_5781
CMP_00354,2026-08-03 12:00:15,UPI Phishing,500000,MULE_ACC_5341
CMP_00355,2026-07-27 01:31:15,Part-time Job Scam,15000,MULE_ACC_5313
CMP_00356,2026-07-07 00:51:15,UPI Phishing,500000,MULE_ACC_2584
CMP_00357,2026-07-18 13:06:15,Part-time Job Scam,100000,MULE_ACC_9561
CMP_00358,2026-08-29 03:33:15,Part-time Job Scam,50000,MULE_ACC_2293
CMP_00359,2026-08-16 15:12:15,Investment Scam,15000,MULE_ACC_8357
CMP_00360,2026-07-06 09:08:15,Investment Scam,500000,MULE_ACC_8133
CMP_00361,2026-07-24 20:01:15,Part-time Job Scam,15000,MULE_ACC_2425
CMP_00362,2026-08-06 11:01:15,Part-time Job Scam,15000,MULE_ACC_9561
CMP_00363,2026-08-10 14:51:15,Loan App Extortion,15000,MULE_ACC_2730
CMP_00364,2026-08-29 09:19:15,Loan App Extortion,100000,MULE_ACC_8955
CMP_00365,2026-07-29 00:42:15,UPI Phishing,200000,MULE_ACC_7581
CMP_00366,2026-07-18 21:50:15,Credit Card Fraud,100000,MULE_ACC_5400
CMP_00367,2026-07-21 11:57:15,Investment Scam,500000,MULE_ACC_2609
CMP_00368,2026-07-21 19:29:15,Investment Scam,200000,MULE_ACC_2462
CMP_00369,2026-08-04 12:58:15,Loan App Extortion,50000,MULE_ACC_1920
CMP_00370,2026-07-12 12:59:15,Investment Scam,200000,MULE_ACC_1474
CMP_00371,2026-07-18 21:32:15,Investment Scam,15000,MULE_ACC_6904
CMP_00372,2026-07-29 17:02:15,Investment Scam,15000,MULE_ACC_1500
CMP_00373,2026-08-28 11:40:15,Credit Card Fraud,200000,MULE_ACC_6730
CMP_00374,2026-08-26 18:08:15,Part-time Job Scam,50000,MULE_ACC_1449
CMP_00375,2026-08-27 03:44:15,Credit Card Fraud,25000,MULE_ACC_4387
CMP_00376,2026-08-03 00:44:15,Investment Scam,25000,MULE_ACC_1138
CMP_00377,2026-08-18 16:20:15,Credit Card Fraud,100000,MULE_ACC_7168
CMP_00378,2026-08-16 12:55:15,Loan App Extortion,200000,MULE_ACC_7506
CMP_00379,2026-08-08 16:41:15,Credit Card Fraud,200000,MULE_ACC_5631
CMP_00380,2026-08-13 06:58:15,Credit Card Fraud,50000,MULE_ACC_5278
CMP_00381,2026-08-24 15:28:15,Investment Scam,500000,MULE_ACC_6236
CMP_00382,2026-08-31 09:28:15,Loan App Extortion,100000,MULE_ACC_1578
CMP_00383,2026-08-18 03:46:15,Credit Card Fraud,200000,MULE_ACC_8794
CMP_00384,2026-08-29 13:14:15,Part-time Job Scam,50000,MULE_ACC_2599
CMP_00385,2026-08-16 06:44:15,Credit Card Fraud,15000,MULE_ACC_4641
CMP_00386,2026-08-23 06:26:15,Part-time Job Scam,50000,MULE_ACC_5817
CMP_00387,2026-08-10 15:07:15,Loan App Extortion,100000,MULE_ACC_4187
CMP_00388,2026-07-23 09:06:15,Investment Scam,25000,MULE_ACC_3250
CMP_00389,2026-07-13 06:58:15,UPI Phishing,500000,MULE_ACC_3954
CMP_00390,2026-08-12 21:03:15,Investment Scam,100000,MULE_ACC_5481
CMP_00391,2026-08-22 22:11:15,Part-time Job Scam,200000,MULE_ACC_8105
CMP_00392,2026-07-03 21:37:15,UPI Phishing,25000,MULE_ACC_7112
CMP_00393,2026-07-05 17:03:15,Investment Scam,500000,MULE_ACC_5076
CMP_00394,2026-08-05 14:22:15,UPI Phishing,25000,MULE_ACC_2069
CMP_00395,2026-08-06 15:36:15,Investment Scam,50000,MULE_ACC_8105
CMP_00396,2026-08-21 02:13:15,Investment Scam,100000,MULE_ACC_1313
CMP_00397,2026-08-18 20:40:15,UPI Phishing,200000,MULE_ACC_3768
CMP_00398,2026-08-29 16:19:15,Loan App Extortion,200000,MULE_ACC_1796
CMP_00399,2026-08-16 23:29:15,UPI Phishing,100000,MULE_ACC_7230
CMP_00400,2026-08-17 17:43:15,Part-time Job Scam,15000,MULE_ACC_5933
CMP_00401,2026-08-11 18:11:15,Loan App Extortion,100000,MULE_ACC_2718
CMP_00402,2026-08-04 02:41:15,Loan App Extortion,25000,MULE_ACC_5308
CMP_00403,2026-07-13 21:38:15,Part-time Job Scam,100000,MULE_ACC_4402
CMP_00404,2026-07-08 23:56:15,Investment Scam,200000,MULE_ACC_9095
CMP_00405,2026-08-19 00:00:15,Part-time Job Scam,50000,MULE_ACC_4787
CMP_00406,2026-08-25 01:58:15,Credit Card Fraud,15000,MULE_ACC_5760
CMP_00407,2026-08-26 21:03:15,Credit Card Fraud,25000,MULE_ACC_3793
CMP_00408,2026-07-09 07:55:15,UPI Phishing,50000,MULE_ACC_3996
CMP_00409,2026-08-26 08:47:15,Investment Scam,100000,MULE_ACC_7909
CMP_00410,2026-07-10 10:01:15,Loan App Extortion,200000,MULE_ACC_8908
CMP_00411,2026-08-11 20:58:15,Part-time Job Scam,500000,MULE_ACC_3140
CMP_00412,2026-07-05 22:19:15,UPI Phishing,500000,MULE_ACC_6148
CMP_00413,2026-08-09 03:45:15,Loan App Extortion,50000,MULE_ACC_9504
CMP_00414,2026-07-19 11:25:15,Investment Scam,500000,MULE_ACC_7305
CMP_00415,2026-08-14 01:35:15,Investment Scam,100000,MULE_ACC_9123
CMP_00416,2026-07-25 04:06:15,Loan App Extortion,200000,MULE_ACC_4648
CMP_00417,2026-08-02 10:54:15,UPI Phishing,200000,MULE_ACC_8341
CMP_00418,2026-08-20 16:04:15,Part-time Job Scam,15000,MULE_ACC_7609
CMP_00419,2026-08-23 15:42:15,Loan App Extortion,500000,MULE_ACC_5990
CMP_00420,2026-07-25 07:55:15,Part-time Job Scam,15000,MULE_ACC_4652
CMP_00421,2026-08-03 18:45:15,UPI Phishing,50000,MULE_ACC_8414
CMP_00422,2026-07-25 07:56:15,Loan App Extortion,500000,MULE_ACC_5783
CMP_00423,2026-08-30 01:34:15,UPI Phishing,25000,MULE_ACC_7704
CMP_00424,2026-09-01 08:16:15,Credit Card Fraud,100000,MULE_ACC_4122
CMP_00425,2026-08-26 17:40:15,Part-time Job Scam,15000,MULE_ACC_8381
CMP_00426,2026-07-04 12:50:15,Loan App Extortion,15000,MULE_ACC_8091
CMP_00427,2026-08-10 01:49:15,Part-time Job Scam,25000,MULE_ACC_2696
CMP_00428,2026-08-29 08:29:15,Credit Card Fraud,200000,MULE_ACC_5067
CMP_00429,2026-08-24 00:11:15,Credit Card Fraud,100000,MULE_ACC_9393
CMP_00430,2026-07-17 02:16:15,Credit Card Fraud,200000,MULE_ACC_5760
CMP_00431,2026-08-07 18:43:15,Credit Card Fraud,50000,MULE_ACC_2890
CMP_00432,2026-08-18 09:46:15,Credit Card Fraud,500000,MULE_ACC_9747
CMP_00433,2026-07-05 08:12:15,Investment Scam,15000,MULE_ACC_1927
CMP_00434,2026-08-16 04:12:15,Investment Scam,15000,MULE_ACC_5835
CMP_00435,2026-08-12 17:50:15,Loan App Extortion,200000,MULE_ACC_4675
CMP_00436,2026-08-14 22:02:15,Part-time Job Scam,100000,MULE_ACC_7349
CMP_00437,2026-08-20 04:15:15,Investment Scam,200000,MULE_ACC_8259
CMP_00438,2026-08-11 02:52:15,Credit Card Fraud,500000,MULE_ACC_4170
CMP_00439,2026-07-15 01:50:15,Part-time Job Scam,200000,MULE_ACC_2955
CMP_00440,2026-07-12 01:40:15,Credit Card Fraud,50000,MULE_ACC_1092
CMP_00441,2026-07-13 06:41:15,Part-time Job Scam,15000,MULE_ACC_5934
CMP_00442,2026-07-24 12:17:15,UPI Phishing,25000,MULE_ACC_9529
CMP_00443,2026-07-28 22:25:15,Credit Card Fraud,25000,MULE_ACC_4495
CMP_00444,2026-08-06 11:38:15,UPI Phishing,500000,MULE_ACC_1144
CMP_00445,2026-08-31 15:18:15,Part-time Job Scam,15000,MULE_ACC_6258
CMP_00446,2026-07-21 21:01:15,Loan App Extortion,200000,MULE_ACC_7143
CMP_00447,2026-08-30 16:15:15,UPI Phishing,50000,MULE_ACC_9419
CMP_00448,2026-07-04 16:07:15,Part-time Job Scam,25000,MULE_ACC_4492
CMP_00449,2026-08-24 22:50:15,UPI Phishing,500000,MULE_ACC_3519
CMP_00450,2026-07-07 21:14:15,Loan App Extortion,50000,MULE_ACC_2154
CMP_00451,2026-08-01 16:28:15,UPI Phishing,100000,MULE_ACC_6183
CMP_00452,2026-08-14 19:42:15,UPI Phishing,15000,MULE_ACC_1745
CMP_00453,2026-08-23 17:22:15,Credit Card Fraud,200000,MULE_ACC_2417
CMP_00454,2026-08-03 01:37:15,Part-time Job Scam,25000,MULE_ACC_3234
CMP_00455,2026-07-23 17:59:15,UPI Phishing,500000,MULE_ACC_7113
CMP_00456,2026-07-05 20:39:15,Loan App Extortion,200000,MULE_ACC_7456
CMP_00457,2026-08-20 20:00:15,Investment Scam,500000,MULE_ACC_6633
CMP_00458,2026-07-14 01:17:15,Investment Scam,200000,MULE_ACC_5140
CMP_00459,2026-08-27 13:32:15,Credit Card Fraud,500000,MULE_ACC_2198
CMP_00460,2026-08-10 11:24:15,Investment Scam,50000,MULE_ACC_3100
CMP_00461,2026-07-24 11:31:15,Loan App Extortion,50000,MULE_ACC_6008
CMP_00462,2026-07-31 01:03:15,Investment Scam,50000,MULE_ACC_5033
CMP_00463,2026-08-16 19:24:15,Part-time Job Scam,100000,MULE_ACC_8583
CMP_00464,2026-07-10 01:44:15,Credit Card Fraud,200000,MULE_ACC_2343
CMP_00465,2026-08-19 16:07:15,UPI Phishing,500000,MULE_ACC_2235
CMP_00466,2026-07-29 14:16:15,Loan App Extortion,15000,MULE_ACC_5269
CMP_00467,2026-07-29 04:00:15,Investment Scam,200000,MULE_ACC_5767
CMP_00468,2026-07-27 12:03:15,Loan App Extortion,500000,MULE_ACC_4913
CMP_00469,2026-07-14 01:39:15,Part-time Job Scam,200000,MULE_ACC_3395
CMP_00470,2026-07-08 04:26:15,Investment Scam,25000,MULE_ACC_1701
CMP_00471,2026-08-03 10:59:15,Credit Card Fraud,15000,MULE_ACC_1653
CMP_00472,2026-08-26 04:56:15,Loan App Extortion,500000,MULE_ACC_5314
CMP_00473,2026-07-28 07:40:15,Loan App Extortion,500000,MULE_ACC_2275
CMP_00474,2026-07-29 07:55:15,Part-time Job Scam,50000,MULE_ACC_8976
CMP_00475,2026-07-14 03:07:15,Investment Scam,200000,MULE_ACC_5600
CMP_00476,2026-08-17 23:45:15,Credit Card Fraud,25000,MULE_ACC_7793
CMP_00477,2026-07-17 14:13:15,UPI Phishing,500000,MULE_ACC_7732
CMP_00478,2026-07-14 00:43:15,Loan App Extortion,200000,MULE_ACC_1642
CMP_00479,2026-08-06 08:41:15,Credit Card Fraud,200000,MULE_ACC_1305
CMP_00480,2026-08-28 11:13:15,Loan App Extortion,25000,MULE_ACC_7730
CMP_00481,2026-08-15 12:19:15,Part-time Job Scam,25000,MULE_ACC_6614
CMP_00482,2026-07-28 00:09:15,Loan App Extortion,15000,MULE_ACC_4315
CMP_00483,2026-07-10 01:33:15,Loan App Extortion,200000,MULE_ACC_1639
CMP_00484,2026-08-15 01:00:15,UPI Phishing,200000,MULE_ACC_9835
CMP_00485,2026-08-17 12:30:15,Part-time Job Scam,25000,MULE_ACC_8899
CMP_00486,2026-07-31 00:19:15,UPI Phishing,100000,MULE_ACC_4809
CMP_00487,2026-07-20 02:03:15,Loan App Extortion,500000,MULE_ACC_1116
CMP_00488,2026-08-14 02:47:15,Credit Card Fraud,50000,MULE_ACC_7698
CMP_00489,2026-07-20 04:57:15,Loan App Extortion,200000,MULE_ACC_7939
CMP_00490,2026-07-30 13:53:15,Investment Scam,200000,MULE_ACC_8904
CMP_00491,2026-07-23 14:25:15,Investment Scam,500000,MULE_ACC_7522
CMP_00492,2026-07-13 23:16:15,Credit Card Fraud,200000,MULE_ACC_7562
CMP_00493,2026-07-28 16:03:15,Part-time Job Scam,15000,MULE_ACC_3381
CMP_00494,2026-07-18 07:08:15,Part-time Job Scam,200000,MULE_ACC_1618
CMP_00495,2026-08-18 15:06:15,Part-time Job Scam,25000,MULE_ACC_9099
CMP_00496,2026-07-22 02:05:15,Loan App Extortion,200000,MULE_ACC_9364
CMP_00497,2026-07-19 16:03:15,Credit Card Fraud,25000,MULE_ACC_2422
CMP_00498,2026-08-10 02:36:15,UPI Phishing,15000,MULE_ACC_2124
CMP_00499,2026-07-26 07:55:15,Loan App Extortion,50000,MULE_ACC_4707
CMP_00500,2026-07-04 04:14:15,UPI Phishing,100000,MULE_ACC_9294
CMP_00501,2026-07-11 12:19:15,Part-time Job Scam,200000,MULE_ACC_5098
CMP_00502,2026-08-22 10:46:15,Part-time Job Scam,100000,MULE_ACC_1448
CMP_00503,2026-08-23 03:46:15,Credit Card Fraud,500000,MULE_ACC_4767
CMP_00504,2026-07-04 18:56:15,Credit Card Fraud,50000,MULE_ACC_5067
CMP_00505,2026-08-08 01:33:15,Investment Scam,50000,MULE_ACC_6792
CMP_00506,2026-08-04 19:15:15,Credit Card Fraud,25000,MULE_ACC_4965
CMP_00507,2026-07-26 00:52:15,UPI Phishing,15000,MULE_ACC_2964
CMP_00508,2026-08-27 11:26:15,Part-time Job Scam,200000,MULE_ACC_6167
CMP_00509,2026-08-21 12:20:15,Loan App Extortion,100000,MULE_ACC_4638
CMP_00510,2026-08-06 21:35:15,Investment Scam,50000,MULE_ACC_7450
CMP_00511,2026-07-24 18:03:15,Part-time Job Scam,15000,MULE_ACC_4452
CMP_00512,2026-08-28 04:14:15,Investment Scam,200000,MULE_ACC_5306
CMP_00513,2026-07-27 01:34:15,Part-time Job Scam,100000,MULE_ACC_4449
CMP_00514,2026-08-01 01:39:15,UPI Phishing,25000,MULE_ACC_4744
CMP_00515,2026-08-27 08:15:15,Part-time Job Scam,25000,MULE_ACC_3450
CMP_00516,2026-08-30 16:36:15,Part-time Job Scam,200000,MULE_ACC_6172
CMP_00517,2026-07-28 23:47:15,Investment Scam,25000,MULE_ACC_1983
CMP_00518,2026-08-01 19:24:15,Credit Card Fraud,50000,MULE_ACC_6914
CMP_00519,2026-07-05 09:10:15,Loan App Extortion,50000,MULE_ACC_4259
CMP_00520,2026-08-22 05:25:15,Part-time Job Scam,50000,MULE_ACC_9363
CMP_00521,2026-07-22 10:43:15,Credit Card Fraud,25000,MULE_ACC_3745
CMP_00522,2026-08-26 22:08:15,Investment Scam,25000,MULE_ACC_6629
CMP_00523,2026-07-21 15:44:15,Part-time Job Scam,100000,MULE_ACC_5444
CMP_00524,2026-07-30 01:14:15,Investment Scam,15000,MULE_ACC_3048
CMP_00525,2026-07-14 08:09:15,Part-time Job Scam,15000,MULE_ACC_2045
CMP_00526,2026-08-20 22:09:15,UPI Phishing,50000,MULE_ACC_3544
CMP_00527,2026-07-22 10:43:15,Loan App Extortion,25000,MULE_ACC_3150
CMP_00528,2026-08-28 06:58:15,Loan App Extortion,100000,MULE_ACC_8654
CMP_00529,2026-08-07 01:40:15,Loan App Extortion,200000,MULE_ACC_8480
CMP_00530,2026-07-23 07:33:15,UPI Phishing,200000,MULE_ACC_4721
CMP_00531,2026-07-13 05:03:15,Investment Scam,15000,MULE_ACC_9574
CMP_00532,2026-08-17 11:51:15,UPI Phishing,100000,MULE_ACC_5908
CMP_00533,2026-08-08 07:15:15,Part-time Job Scam,100000,MULE_ACC_8161
CMP_00534,2026-08-26 08:17:15,Part-time Job Scam,50000,MULE_ACC_2297
CMP_00535,2026-08-16 04:21:15,Credit Card Fraud,500000,MULE_ACC_9715
CMP_00536,2026-07-12 05:10:15,Loan App Extortion,500000,MULE_ACC_8460
CMP_00537,2026-07-16 06:04:15,Loan App Extortion,25000,MULE_ACC_1813
CMP_00538,2026-07-21 00:48:15,Investment Scam,100000,MULE_ACC_1134
CMP_00539,2026-07-25 09:22:15,Part-time Job Scam,100000,MULE_ACC_7084
CMP_00540,2026-07-21 08:07:15,Investment Scam,200000,MULE_ACC_8702
CMP_00541,2026-08-25 20:10:15,Part-time Job Scam,500000,MULE_ACC_5078
CMP_00542,2026-08-02 19:52:15,Investment Scam,15000,MULE_ACC_9538
CMP_00543,2026-07-14 16:49:15,UPI Phishing,15000,MULE_ACC_9534
CMP_00544,2026-07-26 21:58:15,UPI Phishing,500000,MULE_ACC_4568
CMP_00545,2026-07-14 04:40:15,Investment Scam,15000,MULE_ACC_7484
CMP_00546,2026-08-03 18:41:15,UPI Phishing,25000,MULE_ACC_7084
CMP_00547,2026-08-12 07:02:15,UPI Phishing,500000,MULE_ACC_1983
CMP_00548,2026-07-12 11:17:15,Part-time Job Scam,50000,MULE_ACC_6690
CMP_00549,2026-08-19 00:19:15,Part-time Job Scam,15000,MULE_ACC_8951
CMP_00550,2026-08-09 01:37:15,Part-time Job Scam,50000,MULE_ACC_6303
CMP_00551,2026-07-08 12:12:15,Credit Card Fraud,100000,MULE_ACC_5844
CMP_00552,2026-08-05 08:49:15,Loan App Extortion,25000,MULE_ACC_1306
CMP_00553,2026-08-18 22:45:15,Investment Scam,200000,MULE_ACC_7348
CMP_00554,2026-08-12 05:23:15,UPI Phishing,100000,MULE_ACC_6276
CMP_00555,2026-08-26 00:14:15,UPI Phishing,15000,MULE_ACC_4310
CMP_00556,2026-08-14 08:45:15,Loan App Extortion,100000,MULE_ACC_9615
CMP_00557,2026-08-11 18:07:15,Part-time Job Scam,15000,MULE_ACC_4419
CMP_00558,2026-07-27 13:50:15,UPI Phishing,100000,MULE_ACC_7046
CMP_00559,2026-07-08 05:07:15,UPI Phishing,25000,MULE_ACC_9511
CMP_00560,2026-07-16 02:36:15,Loan App Extortion,500000,MULE_ACC_5075
CMP_00561,2026-08-08 09:50:15,Part-time Job Scam,15000,MULE_ACC_6864
CMP_00562,2026-08-08 08:35:15,Loan App Extortion,50000,MULE_ACC_3591
CMP_00563,2026-08-08 06:57:15,Part-time Job Scam,50000,MULE_ACC_7755
CMP_00564,2026-07-17 08:52:15,Credit Card Fraud,200000,MULE_ACC_5162
CMP_00565,2026-08-18 21:21:15,Loan App Extortion,200000,MULE_ACC_1267
CMP_00566,2026-07-23 03:16:15,Credit Card Fraud,50000,MULE_ACC_1355
CMP_00567,2026-07-12 23:05:15,Investment Scam,100000,MULE_ACC_6827
CMP_00568,2026-07-18 04:54:15,Loan App Extortion,50000,MULE_ACC_2505
CMP_00569,2026-07-08 19:23:15,Part-time Job Scam,100000,MULE_ACC_3832
CMP_00570,2026-08-14 05:05:15,UPI Phishing,500000,MULE_ACC_7251
CMP_00571,2026-08-29 09:29:15,Loan App Extortion,15000,MULE_ACC_4714
CMP_00572,2026-07-23 12:05:15,Loan App Extortion,50000,MULE_ACC_9846
CMP_00573,2026-07-07 17:49:15,Loan App Extortion,100000,MULE_ACC_8300
CMP_00574,2026-07-22 08:12:15,UPI Phishing,25000,MULE_ACC_6507
CMP_00575,2026-07-29 04:08:15,Part-time Job Scam,100000,MULE_ACC_9221
CMP_00576,2026-07-16 11:28:15,Loan App Extortion,500000,MULE_ACC_4212
CMP_00577,2026-07-18 22:20:15,Loan App Extortion,100000,MULE_ACC_6298
CMP_00578,2026-07-27 07:15:15,Loan App Extortion,50000,MULE_ACC_6644
CMP_00579,2026-08-12 10:42:15,UPI Phishing,25000,MULE_ACC_8216
CMP_00580,2026-08-21 19:57:15,UPI Phishing,15000,MULE_ACC_2841
CMP_00581,2026-07-04 06:47:15,Part-time Job Scam,15000,MULE_ACC_5999
CMP_00582,2026-08-07 02:16:15,Credit Card Fraud,200000,MULE_ACC_9573
CMP_00583,2026-08-17 17:04:15,UPI Phishing,100000,MULE_ACC_9631
CMP_00584,2026-08-23 18:42:15,Part-time Job Scam,50000,MULE_ACC_1869
CMP_00585,2026-08-15 17:26:15,Credit Card Fraud,15000,MULE_ACC_1312
CMP_00586,2026-08-18 00:00:15,Loan App Extortion,50000,MULE_ACC_8940
CMP_00587,2026-08-02 14:02:15,UPI Phishing,500000,MULE_ACC_1352
CMP_00588,2026-08-04 08:50:15,Credit Card Fraud,25000,MULE_ACC_1301
CMP_00589,2026-08-05 04:54:15,Part-time Job Scam,15000,MULE_ACC_5221
CMP_00590,2026-07-13 07:00:15,UPI Phishing,100000,MULE_ACC_3248
CMP_00591,2026-08-28 16:46:15,Investment Scam,25000,MULE_ACC_7837
CMP_00592,2026-07-25 10:37:15,Investment Scam,25000,MULE_ACC_4387
CMP_00593,2026-07-23 18:48:15,Part-time Job Scam,200000,MULE_ACC_3215
CMP_00594,2026-07-23 22:38:15,Investment Scam,200000,MULE_ACC_2939
CMP_00595,2026-07-05 06:59:15,Credit Card Fraud,100000,MULE_ACC_7737
CMP_00596,2026-08-22 02:09:15,UPI Phishing,25000,MULE_ACC_4026
CMP_00597,2026-07-18 15:17:15,Credit Card Fraud,25000,MULE_ACC_1427
CMP_00598,2026-08-05 15:33:15,Investment Scam,500000,MULE_ACC_7126
CMP_00599,2026-07-16 03:05:15,Credit Card Fraud,100000,MULE_ACC_1245
CMP_00600,2026-08-21 02:07:15,Loan App Extortion,25000,MULE_ACC_8197
CMP_00601,2026-07-31 08:52:15,Credit Card Fraud,15000,MULE_ACC_7232
CMP_00602,2026-08-07 12:44:15,Loan App Extortion,500000,MULE_ACC_1630
CMP_00603,2026-08-06 13:28:15,Loan App Extortion,500000,MULE_ACC_1643
CMP_00604,2026-07-16 05:31:15,Credit Card Fraud,100000,MULE_ACC_5989
CMP_00605,2026-08-30 21:47:15,Part-time Job Scam,200000,MULE_ACC_3330
CMP_00606,2026-07-15 15:00:15,Investment Scam,500000,MULE_ACC_9952
CMP_00607,2026-07-15 10:40:15,Part-time Job Scam,500000,MULE_ACC_4308
CMP_00608,2026-08-23 01:48:15,UPI Phishing,500000,MULE_ACC_3024
CMP_00609,2026-08-06 18:27:15,Loan App Extortion,500000,MULE_ACC_9383
CMP_00610,2026-08-22 02:01:15,Investment Scam,50000,MULE_ACC_3459
CMP_00611,2026-07-23 05:49:15,Investment Scam,100000,MULE_ACC_5731
CMP_00612,2026-08-12 04:03:15,Part-time Job Scam,100000,MULE_ACC_9153
CMP_00613,2026-07-17 14:45:15,Part-time Job Scam,100000,MULE_ACC_8434
CMP_00614,2026-07-19 13:20:15,UPI Phishing,200000,MULE_ACC_4401
CMP_00615,2026-07-06 00:57:15,Credit Card Fraud,15000,MULE_ACC_5889
CMP_00616,2026-07-14 17:21:15,Part-time Job Scam,200000,MULE_ACC_3906
CMP_00617,2026-08-22 05:23:15,UPI Phishing,50000,MULE_ACC_7208
CMP_00618,2026-08-03 00:10:15,Credit Card Fraud,500000,MULE_ACC_5496
CMP_00619,2026-07-17 15:06:15,UPI Phishing,15000,MULE_ACC_9666
CMP_00620,2026-08-11 06:19:15,Investment Scam,200000,MULE_ACC_6797
CMP_00621,2026-08-13 11:34:15,Credit Card Fraud,25000,MULE_ACC_4812
CMP_00622,2026-08-12 23:50:15,Part-time Job Scam,25000,MULE_ACC_7793
CMP_00623,2026-07-16 20:43:15,Credit Card Fraud,25000,MULE_ACC_5614
CMP_00624,2026-07-23 20:10:15,Credit Card Fraud,500000,MULE_ACC_6460
CMP_00625,2026-07-16 06:56:15,Part-time Job Scam,50000,MULE_ACC_8849
CMP_00626,2026-08-13 11:00:15,Part-time Job Scam,200000,MULE_ACC_6490
CMP_00627,2026-07-23 14:49:15,Loan App Extortion,500000,MULE_ACC_6169
CMP_00628,2026-07-25 07:07:15,UPI Phishing,25000,MULE_ACC_5595
CMP_00629,2026-08-09 15:27:15,Credit Card Fraud,25000,MULE_ACC_2914
CMP_00630,2026-07-09 11:59:15,Part-time Job Scam,25000,MULE_ACC_7088
CMP_00631,2026-07-11 07:53:15,UPI Phishing,15000,MULE_ACC_4311
CMP_00632,2026-07-13 02:24:15,Credit Card Fraud,100000,MULE_ACC_9579
CMP_00633,2026-08-16 00:16:15,Part-time Job Scam,500000,MULE_ACC_1598
CMP_00634,2026-07-04 06:02:15,Credit Card Fraud,15000,MULE_ACC_2426
CMP_00635,2026-08-22 17:50:15,Loan App Extortion,50000,MULE_ACC_1368
CMP_00636,2026-07-16 02:21:15,Credit Card Fraud,50000,MULE_ACC_9720
CMP_00637,2026-07-14 04:10:15,UPI Phishing,15000,MULE_ACC_9422
CMP_00638,2026-07-21 00:48:15,Investment Scam,50000,MULE_ACC_5011
CMP_00639,2026-07-31 21:11:15,UPI Phishing,15000,MULE_ACC_8712
CMP_00640,2026-07-29 01:48:15,Loan App Extortion,200000,MULE_ACC_8304
CMP_00641,2026-08-21 17:54:15,Part-time Job Scam,200000,MULE_ACC_2286
CMP_00642,2026-08-02 05:46:15,Part-time Job Scam,500000,MULE_ACC_8625
CMP_00643,2026-07-20 07:28:15,Credit Card Fraud,25000,MULE_ACC_6412
CMP_00644,2026-07-11 07:33:15,Credit Card Fraud,100000,MULE_ACC_3798
CMP_00645,2026-07-10 08:55:15,Credit Card Fraud,500000,MULE_ACC_2752
CMP_00646,2026-08-02 08:40:15,Loan App Extortion,100000,MULE_ACC_4908
CMP_00647,2026-07-08 06:16:15,Part-time Job Scam,500000,MULE_ACC_8063
CMP_00648,2026-07-19 01:45:15,Loan App Extortion,500000,MULE_ACC_2276
CMP_00649,2026-07-24 13:09:15,Credit Card Fraud,100000,MULE_ACC_3886
CMP_00650,2026-08-25 15:52:15,Part-time Job Scam,100000,MULE_ACC_6364
