tx_id,complaint_id,mule_account_id,tx_timestamp,withdrawal_atm_id,amount_withdrawn,time_to_cashout_mins
TX_000284,CMP_00284,MULE_ACC_6631,2026-08-09 01:10:15,ATM_0095,20000,31
TX_000285,CMP_00285,MULE_ACC_1011,2026-07-11 02:42:15,ATM_0034,50000,71
TX_000286,CMP_00286,MULE_ACC_2529,2026-07-23 03:22:15,ATM_0142,50000,84
TX_000287,CMP_00287,MULE_ACC_6005,2026-07-13 23:37:15,ATM_0025,20000,129
TX_000288,CMP_00288,MULE_ACC_4705,2026-07-17 13:20:15,ATM_0071,20000,133
TX_000289,CMP_00289,MULE_ACC_8826,2026-08-28 11:05:15,ATM_0021,20000,78
TX_000290,CMP_00290,MULE_ACC_3246,2026-07-24 08:53:15,ATM_0037,20000,54
TX_000291,CMP_00291,MULE_ACC_3688,2026-08-06 15:52:15,ATM_0039,40000,109
TX_000292,CMP_00292,MULE_ACC_2420,2026-08-12 18:26:15,ATM_0099,25000,55
TX_000293,CMP_00293,MULE_ACC_5059,2026-07-31 07:34:15,ATM_0127,25000,41
TX_000294,CMP_00294,MULE_ACC_1439,2026-08-19 16:33:15,ATM_0107,20000,72
TX_000295,CMP_00295,MULE_ACC_1894,2026-08-20 10:47:15,ATM_0043,40000,146
TX_000296,CMP_00296,MULE_ACC_1197,2026-08-13 16:48:15,ATM_0117,40000,101
TX_000297,CMP_00297,MULE_ACC_8717,2026-07-27 14:10:15,ATM_0006,25000,24
TX_000298,CMP_00298,MULE_ACC_7520,2026-07-16 23:35:15,ATM_0129,15000,93
TX_000299,CMP_00299,MULE_ACC_9791,2026-07-31 21:25:15,ATM_0020,15000,177
TX_000300,CMP_00300,MULE_ACC_3545,2026-07-09 14:44:15,ATM_0137,25000,103
TX_000301,CMP_00301,MULE_ACC_8167,2026-08-16 16:41:15,ATM_0092,20000,34
TX_000302,CMP_00302,MULE_ACC_6067,2026-08-02 16:31:15,ATM_0032,15000,50
TX_000303,CMP_00303,MULE_ACC_9568,2026-07-04 03:00:15,ATM_0032,50000,86
TX_000304,CMP_00304,MULE_ACC_1480,2026-08-22 06:58:15,ATM_0020,15000,129
TX_000305,CMP_00305,MULE_ACC_9128,2026-08-18 17:13:15,ATM_0100,15000,150
TX_000306,CMP_00306,MULE_ACC_2685,2026-07-14 08:02:15,ATM_0107,20000,49
TX_000307,CMP_00307,MULE_ACC_8729,2026-07-05 22:16:15,ATM_0046,15000,118
TX_000308,CMP_00308,MULE_ACC_7870,2026-08-08 20:32:15,ATM_0071,40000,102
TX_000309,CMP_00309,MULE_ACC_2956,2026-08-24 23:12:15,ATM_0107,20000,33
TX_000310,CMP_00310,MULE_ACC_5625,2026-07-29 00:42:15,ATM_0095,20000,103
TX_000311,CMP_00311,MULE_ACC_5979,2026-07-27 03:43:15,ATM_0117,40000,82
TX_000312,CMP_00312,MULE_ACC_5016,2026-08-22 03:10:15,ATM_0007,20000,21
TX_000313,CMP_00313,MULE_ACC_1157,2026-08-07 08:03:15,ATM_0097,50000,20
TX_000314,CMP_00314,MULE_ACC_9680,2026-08-19 07:16:15,ATM_0008,20000,127
TX_000315,CMP_00315,MULE_ACC_4792,2026-08-18 06:13:15,ATM_0096,15000,125
TX_000316,CMP_00316,MULE_ACC_9280,2026-08-20 00:40:15,ATM_0117,15000,120
TX_000317,CMP_00317,MULE_ACC_5778,2026-07-31 18:51:15,ATM_0101,25000,100
TX_000318,CMP_00318,MULE_ACC_8417,2026-08-26 20:42:15,ATM_0040,20000,79
TX_000319,CMP_00319,MULE_ACC_2731,2026-08-22 16:24:15,ATM_0092,20000,135
TX_000320,CMP_00320,MULE_ACC_8404,2026-08-07 10:10:15,ATM_0021,20000,138
TX_000321,CMP_00321,MULE_ACC_1660,2026-07-14 19:05:15,ATM_0043,40000,103
TX_000322,CMP_00322,MULE_ACC_5896,2026-07-29 13:10:15,ATM_0085,40000,64
TX_000323,CMP_00323,MULE_ACC_2551,2026-08-08 20:24:15,ATM_0036,20000,46
TX_000324,CMP_00324,MULE_ACC_3141,2026-07-03 23:58:15,ATM_0137,25000,122
TX_000325,CMP_00325,MULE_ACC_2228,2026-07-09 15:16:15,ATM_0137,40000,36
TX_000326,CMP_00326,MULE_ACC_3007,2026-08-24 02:26:15,ATM_0117,40000,138
TX_000327,CMP_00327,MULE_ACC_1483,2026-08-25 21:37:15,ATM_0040,20000,129
TX_000328,CMP_00328,MULE_ACC_1567,2026-07-21 07:29:15,ATM_0076,25000,178
TX_000329,CMP_00329,MULE_ACC_2437,2026-07-30 15:31:15,ATM_0040,15000,118
TX_000330,CMP_00330,MULE_ACC_9907,2026-08-29 14:15:15,ATM_0092,40000,117
TX_000331,CMP_00331,MULE_ACC_9231,2026-08-07 13:24:15,ATM_0006,40000,119
TX_000332,CMP_00332,MULE_ACC_1959,2026-08-11 05:39:15,ATM_0117,20000,155
TX_000333,CMP_00333,MULE_ACC_4951,2026-07-14 01:54:15,ATM_0015,20000,156
TX_000334,CMP_00334,MULE_ACC_3885,2026-08-09 11:16:15,ATM_0080,25000,171
TX_000335,CMP_00335,MULE_ACC_3328,2026-07-05 19:55:15,ATM_0127,50000,68
TX_000336,CMP_00336,MULE_ACC_2478,2026-07-23 02:53:15,ATM_0006,15000,79
TX_000337,CMP_00337,MULE_ACC_4300,2026-08-02 22:11:15,ATM_0083,20000,107
TX_000338,CMP_00338,MULE_ACC_3320,2026-07-05 03:14:15,ATM_0019,40000,154
TX_000339,CMP_00339,MULE_ACC_2655,2026-08-18 19:05:15,ATM_0037,50000,97
TX_000340,CMP_00340,MULE_ACC_6198,2026-07-31 19:17:15,ATM_0092,20000,163
TX_000341,CMP_00341,MULE_ACC_7199,2026-08-15 16:30:15,ATM_0006,25000,95
TX_000342,CMP_00342,MULE_ACC_1530,2026-08-09 11:51:15,ATM_0127,20000,174
TX_000343,CMP_00343,MULE_ACC_3304,2026-08-13 14:48:15,ATM_0071,20000,39
TX_000344,CMP_00344,MULE_ACC_6500,2026-08-12 23:17:15,ATM_0043,50000,22
TX_000345,CMP_00345,MULE_ACC_1020,2026-07-08 09:17:15,ATM_0092,15000,118
TX_000346,CMP_00346,MULE_ACC_6754,2026-08-29 11:30:15,ATM_0100,50000,116
TX_000347,CMP_00347,MULE_ACC_8393,2026-08-14 17:45:15,ATM_0071,25000,28
TX_000348,CMP_00348,MULE_ACC_7151,2026-07-09 23:03:15,ATM_0020,25000,39
TX_000349,CMP_00349,MULE_ACC_1507,2026-08-11 17:02:15,ATM_0112,20000,62
TX_000350,CMP_00350,MULE_ACC_4112,2026-07-07 02:05:15,ATM_0139,25000,161
TX_000351,CMP_00351,MULE_ACC_2571,2026-08-15 07:22:15,ATM_0100,20000,120
TX_000352,CMP_00352,MULE_ACC_2435,2026-07-07 10:03:15,ATM_0052,20000,180
TX_000353,CMP_00353,MULE_ACC_5781,2026-07-05 04:34:15,ATM_0079,40000,141
TX_000354,CMP_00354,MULE_ACC_5341,2026-08-03 14:39:15,ATM_0080,40000,159
TX_000355,CMP_00355,MULE_ACC_5313,2026-07-27 03:50:15,ATM_0046,15000,139
TX_000356,CMP_00356,MULE_ACC_2584,2026-07-07 02:39:15,ATM_0106,50000,108
TX_000357,CMP_00357,MULE_ACC_9561,2026-07-18 15:43:15,ATM_0122,50000,157
TX_000358,CMP_00358,MULE_ACC_2293,2026-08-29 04:01:15,ATM_0107,50000,28
TX_000359,CMP_00359,MULE_ACC_8357,2026-08-16 16:14:15,ATM_0050,15000,62
TX_000360,CMP_00360,MULE_ACC_8133,2026-07-06 12:08:15,ATM_0127,40000,180
TX_000361,CMP_00361,MULE_ACC_2425,2026-07-24 22:43:15,ATM_0071,15000,162
TX_000362,CMP_00362,MULE_ACC_9561,2026-08-06 11:49:15,ATM_0032,15000,48
TX_000363,CMP_00363,MULE_ACC_2730,2026-08-10 15:36:15,ATM_0138,15000,45
TX_000364,CMP_00364,MULE_ACC_8955,2026-08-29 12:14:15,ATM_0037,40000,175
TX_000365,CMP_00365,MULE_ACC_7581,2026-07-29 02:43:15,ATM_0085,50000,121
TX_000366,CMP_00366,MULE_ACC_5400,2026-07-18 22:15:15,ATM_0066,40000,25
TX_000367,CMP_00367,MULE_ACC_2609,2026-07-21 12:51:15,ATM_0095,40000,54
TX_000368,CMP_00368,MULE_ACC_2462,2026-07-21 21:42:15,ATM_0092,50000,133
TX_000369,CMP_00369,MULE_ACC_1920,2026-08-04 13:58:15,ATM_0107,40000,60
TX_000370,CMP_00370,MULE_ACC_1474,2026-07-12 14:08:15,ATM_0052,20000,69
TX_000371,CMP_00371,MULE_ACC_6904,2026-07-18 23:02:15,ATM_0095,15000,90
TX_000372,CMP_00372,MULE_ACC_1500,2026-07-29 18:57:15,ATM_0095,15000,115
TX_000373,CMP_00373,MULE_ACC_6730,2026-08-28 12:41:15,ATM_0067,50000,61
TX_000374,CMP_00374,MULE_ACC_1449,2026-08-26 18:40:15,ATM_0117,20000,32
TX_000375,CMP_00375,MULE_ACC_4387,2026-08-27 05:48:15,ATM_0142,20000,124
TX_000376,CMP_00376,MULE_ACC_1138,2026-08-03 02:08:15,ATM_0079,25000,84
TX_000377,CMP_00377,MULE_ACC_7168,2026-08-18 18:37:15,ATM_0095,40000,137
TX_000378,CMP_00378,MULE_ACC_7506,2026-08-16 13:41:15,ATM_0142,40000,46
TX_000379,CMP_00379,MULE_ACC_5631,2026-08-08 17:28:15,ATM_0071,40000,47
TX_000380,CMP_00380,MULE_ACC_5278,2026-08-13 08:06:15,ATM_0043,20000,68
TX_000381,CMP_00381,MULE_ACC_6236,2026-08-24 15:54:15,ATM_0076,40000,26
TX_000382,CMP_00382,MULE_ACC_1578,2026-08-31 12:14:15,ATM_0088,50000,166
TX_000383,CMP_00383,MULE_ACC_8794,2026-08-18 06:15:15,ATM_0037,50000,149
TX_000384,CMP_00384,MULE_ACC_2599,2026-08-29 14:06:15,ATM_0144,20000,52
TX_000385,CMP_00385,MULE_ACC_4641,2026-08-16 08:01:15,ATM_0079,15000,77
TX_000386,CMP_00386,MULE_ACC_5817,2026-08-23 07:16:15,ATM_0137,50000,50
TX_000387,CMP_00387,MULE_ACC_4187,2026-08-10 15:57:15,ATM_0098,50000,50
TX_000388,CMP_00388,MULE_ACC_3250,2026-07-23 10:53:15,ATM_0117,25000,107
TX_000389,CMP_00389,MULE_ACC_3954,2026-07-13 09:22:15,ATM_0037,40000,144
TX_000390,CMP_00390,MULE_ACC_5481,2026-08-12 22:06:15,ATM_0037,40000,63
TX_000391,CMP_00391,MULE_ACC_8105,2026-08-23 00:14:15,ATM_0100,40000,123
TX_000392,CMP_00392,MULE_ACC_7112,2026-07-03 23:19:15,ATM_0136,20000,102
TX_000393,CMP_00393,MULE_ACC_5076,2026-07-05 18:51:15,ATM_0021,40000,108
TX_000394,CMP_00394,MULE_ACC_2069,2026-08-05 15:58:15,ATM_0117,25000,96
TX_000395,CMP_00395,MULE_ACC_8105,2026-08-06 17:23:15,ATM_0126,40000,107
TX_000396,CMP_00396,MULE_ACC_1313,2026-08-21 03:30:15,ATM_0034,20000,77
TX_000397,CMP_00397,MULE_ACC_3768,2026-08-18 22:33:15,ATM_0010,40000,113
TX_000398,CMP_00398,MULE_ACC_1796,2026-08-29 16:51:15,ATM_0006,20000,32
TX_000399,CMP_00399,MULE_ACC_7230,2026-08-17 02:09:15,ATM_0032,20000,160
TX_000400,CMP_00400,MULE_ACC_5933,2026-08-17 18:28:15,ATM_0070,15000,45
TX_000401,CMP_00401,MULE_ACC_2718,2026-08-11 21:09:15,ATM_0021,20000,178
TX_000402,CMP_00402,MULE_ACC_5308,2026-08-04 03:52:15,ATM_0092,25000,71
TX_000403,CMP_00403,MULE_ACC_4402,2026-07-13 23:22:15,ATM_0006,50000,104
TX_000404,CMP_00404,MULE_ACC_9095,2026-07-09 00:39:15,ATM_0020,50000,43
TX_000405,CMP_00405,MULE_ACC_4787,2026-08-19 01:35:15,ATM_0008,20000,95
TX_000406,CMP_00406,MULE_ACC_5760,2026-08-25 03:38:15,ATM_0021,15000,100
TX_000407,CMP_00407,MULE_ACC_3793,2026-08-26 22:54:15,ATM_0069,25000,111
TX_000408,CMP_00408,MULE_ACC_3996,2026-07-09 09:57:15,ATM_0095,40000,122
TX_000409,CMP_00409,MULE_ACC_7909,2026-08-26 09:35:15,ATM_0008,20000,48
TX_000410,CMP_00410,MULE_ACC_8908,2026-07-10 12:13:15,ATM_0085,40000,132
TX_000411,CMP_00411,MULE_ACC_3140,2026-08-11 23:22:15,ATM_0092,40000,144
TX_000412,CMP_00412,MULE_ACC_6148,2026-07-06 00:53:15,ATM_0148,50000,154
TX_000413,CMP_00413,MULE_ACC_9504,2026-08-09 06:43:15,ATM_0142,50000,178
TX_000414,CMP_00414,MULE_ACC_7305,2026-07-19 14:07:15,ATM_0014,20000,162
TX_000415,CMP_00415,MULE_ACC_9123,2026-08-14 02:14:15,ATM_0083,20000,39
TX_000416,CMP_00416,MULE_ACC_4648,2026-07-25 06:02:15,ATM_0043,20000,116
TX_000417,CMP_00417,MULE_ACC_8341,2026-08-02 13:21:15,ATM_0021,40000,147
TX_000418,CMP_00418,MULE_ACC_7609,2026-08-20 16:33:15,ATM_0006,15000,29
TX_000419,CMP_00419,MULE_ACC_5990,2026-08-23 18:25:15,ATM_0142,40000,163
TX_000420,CMP_00420,MULE_ACC_4652,2026-07-25 09:39:15,ATM_0127,15000,104
TX_000421,CMP_00421,MULE_ACC_8414,2026-08-03 19:29:15,ATM_0057,20000,44
TX_000422,CMP_00422,MULE_ACC_5783,2026-07-25 10:29:15,ATM_0021,20000,153
TX_000423,CMP_00423,MULE_ACC_7704,2026-08-30 02:59:15,ATM_0049,20000,85
TX_000424,CMP_00424,MULE_ACC_4122,2026-09-01 09:03:15,ATM_0012,50000,47
TX_000425,CMP_00425,MULE_ACC_8381,2026-08-26 20:30:15,ATM_0035,15000,170
TX_000426,CMP_00426,MULE_ACC_8091,2026-07-04 15:13:15,ATM_0046,15000,143
TX_000427,CMP_00427,MULE_ACC_2696,2026-08-10 04:42:15,ATM_0083,25000,173
TX_000428,CMP_00428,MULE_ACC_5067,2026-08-29 10:30:15,ATM_0076,40000,121
TX_000429,CMP_00429,MULE_ACC_9393,2026-08-24 02:51:15,ATM_0142,50000,160
TX_000430,CMP_00430,MULE_ACC_5760,2026-07-17 03:09:15,ATM_0046,50000,53
TX_000431,CMP_00431,MULE_ACC_2890,2026-08-07 21:26:15,ATM_0117,50000,163
TX_000432,CMP_00432,MULE_ACC_9747,2026-08-18 11:54:15,ATM_0134,20000,128
TX_000433,CMP_00433,MULE_ACC_1927,2026-07-05 09:40:15,ATM_0042,15000,88
TX_000434,CMP_00434,MULE_ACC_5835,2026-08-16 06:50:15,ATM_0095,15000,158
TX_000435,CMP_00435,MULE_ACC_4675,2026-08-12 19:49:15,ATM_0066,50000,119
TX_000436,CMP_00436,MULE_ACC_7349,2026-08-14 23:42:15,ATM_0014,20000,100
TX_000437,CMP_00437,MULE_ACC_8259,2026-08-20 06:09:15,ATM_0140,50000,114
TX_000438,CMP_00438,MULE_ACC_4170,2026-08-11 05:06:15,ATM_0142,20000,134
TX_000439,CMP_00439,MULE_ACC_2955,2026-07-15 02:20:15,ATM_0110,40000,30
TX_000440,CMP_00440,MULE_ACC_1092,2026-07-12 03:59:15,ATM_0040,20000,139
TX_000441,CMP_00441,MULE_ACC_5934,2026-07-13 09:27:15,ATM_0020,15000,166
TX_000442,CMP_00442,MULE_ACC_9529,2026-07-24 14:46:15,ATM_0110,25000,149
TX_000443,CMP_00443,MULE_ACC_4495,2026-07-29 00:09:15,ATM_0040,25000,104
TX_000444,CMP_00444,MULE_ACC_1144,2026-08-06 13:26:15,ATM_0137,50000,108
TX_000445,CMP_00445,MULE_ACC_6258,2026-08-31 16:07:15,ATM_0110,15000,49
TX_000446,CMP_00446,MULE_ACC_7143,2026-07-21 23:31:15,ATM_0008,40000,150
TX_000447,CMP_00447,MULE_ACC_9419,2026-08-30 16:59:15,ATM_0110,50000,44
TX_000448,CMP_00448,MULE_ACC_4492,2026-07-04 16:53:15,ATM_0092,25000,46
TX_000449,CMP_00449,MULE_ACC_3519,2026-08-25 01:07:15,ATM_0010,20000,137
TX_000450,CMP_00450,MULE_ACC_2154,2026-07-07 22:32:15,ATM_0105,40000,78
TX_000451,CMP_00451,MULE_ACC_6183,2026-08-01 18:27:15,ATM_0137,20000,119
TX_000452,CMP_00452,MULE_ACC_1745,2026-08-14 21:33:15,ATM_0028,15000,111
TX_000453,CMP_00453,MULE_ACC_2417,2026-08-23 19:34:15,ATM_0142,20000,132
TX_000454,CMP_00454,MULE_ACC_3234,2026-08-03 04:16:15,ATM_0137,20000,159
TX_000455,CMP_00455,MULE_ACC_7113,2026-07-23 20:40:15,ATM_0037,20000,161
TX_000456,CMP_00456,MULE_ACC_7456,2026-07-05 23:19:15,ATM_0079,20000,160
TX_000457,CMP_00457,MULE_ACC_6633,2026-08-20 22:05:15,ATM_0132,20000,125
TX_000458,CMP_00458,MULE_ACC_5140,2026-07-14 02:06:15,ATM_0117,20000,49
TX_000459,CMP_00459,MULE_ACC_2198,2026-08-27 14:09:15,ATM_0040,50000,37
TX_000460,CMP_00460,MULE_ACC_3100,2026-08-10 12:09:15,ATM_0020,20000,45
TX_000461,CMP_00461,MULE_ACC_6008,2026-07-24 12:30:15,ATM_0080,40000,59
TX_000462,CMP_00462,MULE_ACC_5033,2026-07-31 03:14:15,ATM_0080,20000,131
TX_000463,CMP_00463,MULE_ACC_8583,2026-08-16 21:15:15,ATM_0125,50000,111
TX_000464,CMP_00464,MULE_ACC_2343,2026-07-10 02:39:15,ATM_0051,40000,55
TX_000465,CMP_00465,MULE_ACC_2235,2026-08-19 18:36:15,ATM_0149,50000,149
TX_000466,CMP_00466,MULE_ACC_5269,2026-07-29 16:54:15,ATM_0032,15000,158
TX_000467,CMP_00467,MULE_ACC_5767,2026-07-29 06:18:15,ATM_0020,40000,138
TX_000468,CMP_00468,MULE_ACC_4913,2026-07-27 13:05:15,ATM_0036,40000,62
TX_000469,CMP_00469,MULE_ACC_3395,2026-07-14 03:30:15,ATM_0100,20000,111
TX_000470,CMP_00470,MULE_ACC_1701,2026-07-08 06:58:15,ATM_0093,25000,152
TX_000471,CMP_00471,MULE_ACC_1653,2026-08-03 11:45:15,ATM_0134,15000,46
TX_000472,CMP_00472,MULE_ACC_5314,2026-08-26 07:35:15,ATM_0085,50000,159
TX_000473,CMP_00473,MULE_ACC_2275,2026-07-28 09:04:15,ATM_0043,50000,84
TX_000474,CMP_00474,MULE_ACC_8976,2026-07-29 10:49:15,ATM_0032,40000,174
TX_000475,CMP_00475,MULE_ACC_5600,2026-07-14 04:05:15,ATM_0080,50000,58
TX_000476,CMP_00476,MULE_ACC_7793,2026-08-18 00:34:15,ATM_0100,25000,49
TX_000477,CMP_00477,MULE_ACC_7732,2026-07-17 15:35:15,ATM_0117,50000,82
TX_000478,CMP_00478,MULE_ACC_1642,2026-07-14 01:40:15,ATM_0046,20000,57
TX_000479,CMP_00479,MULE_ACC_1305,2026-08-06 09:22:15,ATM_0127,40000,41
TX_000480,CMP_00480,MULE_ACC_7730,2026-08-28 12:09:15,ATM_0047,25000,56
TX_000481,CMP_00481,MULE_ACC_6614,2026-08-15 15:11:15,ATM_0043,25000,172
TX_000482,CMP_00482,MULE_ACC_4315,2026-07-28 02:38:15,ATM_0039,15000,149
TX_000483,CMP_00483,MULE_ACC_1639,2026-07-10 04:01:15,ATM_0024,40000,148
TX_000484,CMP_00484,MULE_ACC_9835,2026-08-15 03:10:15,ATM_0080,20000,130
TX_000485,CMP_00485,MULE_ACC_8899,2026-08-17 14:19:15,ATM_0117,20000,109
TX_000486,CMP_00486,MULE_ACC_4809,2026-07-31 01:51:15,ATM_0110,40000,92
TX_000487,CMP_00487,MULE_ACC_1116,2026-07-20 04:36:15,ATM_0006,40000,153
TX_000488,CMP_00488,MULE_ACC_7698,2026-08-14 03:34:15,ATM_0137,50000,47
TX_000489,CMP_00489,MULE_ACC_7939,2026-07-20 06:50:15,ATM_0102,20000,113
TX_000490,CMP_00490,MULE_ACC_8904,2026-07-30 15:47:15,ATM_0100,40000,114
TX_000491,CMP_00491,MULE_ACC_7522,2026-07-23 15:15:15,ATM_0115,50000,50
TX_000492,CMP_00492,MULE_ACC_7562,2026-07-14 01:56:15,ATM_0014,20000,160
TX_000493,CMP_00493,MULE_ACC_3381,2026-07-28 18:56:15,ATM_0020,15000,173
TX_000494,CMP_00494,MULE_ACC_1618,2026-07-18 09:10:15,ATM_0134,40000,122
TX_000495,CMP_00495,MULE_ACC_9099,2026-08-18 15:28:15,ATM_0142,25000,22
TX_000496,CMP_00496,MULE_ACC_9364,2026-07-22 03:24:15,ATM_0010,40000,79
TX_000497,CMP_00497,MULE_ACC_2422,2026-07-19 18:05:15,ATM_0085,25000,122
TX_000498,CMP_00498,MULE_ACC_2124,2026-08-10 05:16:15,ATM_0110,15000,160
TX_000499,CMP_00499,MULE_ACC_4707,2026-07-26 09:04:15,ATM_0085,50000,69
TX_000500,CMP_00500,MULE_ACC_9294,2026-07-04 06:57:15,ATM_0066,40000,163
TX_000501,CMP_00501,MULE_ACC_5098,2026-07-11 14:15:15,ATM_0043,40000,116
TX_000502,CMP_00502,MULE_ACC_1448,2026-08-22 11:35:15,ATM_0085,50000,49
TX_000503,CMP_00503,MULE_ACC_4767,2026-08-23 05:51:15,ATM_0133,50000,125
TX_000504,CMP_00504,MULE_ACC_5067,2026-07-04 19:39:15,ATM_0071,20000,43
TX_000505,CMP_00505,MULE_ACC_6792,2026-08-08 04:19:15,ATM_0142,20000,166
TX_000506,CMP_00506,MULE_ACC_4965,2026-08-04 20:27:15,ATM_0043,25000,72
TX_000507,CMP_00507,MULE_ACC_2964,2026-07-26 03:18:15,ATM_0139,15000,146
TX_000508,CMP_00508,MULE_ACC_6167,2026-08-27 14:13:15,ATM_0126,20000,167
TX_000509,CMP_00509,MULE_ACC_4638,2026-08-21 13:12:15,ATM_0092,40000,52
TX_000510,CMP_00510,MULE_ACC_7450,2026-08-06 23:52:15,ATM_0133,40000,137
TX_000511,CMP_00511,MULE_ACC_4452,2026-07-24 20:51:15,ATM_0080,15000,168
TX_000512,CMP_00512,MULE_ACC_5306,2026-08-28 05:42:15,ATM_0127,40000,88
TX_000513,CMP_00513,MULE_ACC_4449,2026-07-27 03:29:15,ATM_0085,40000,115
TX_000514,CMP_00514,MULE_ACC_4744,2026-08-01 03:08:15,ATM_0143,25000,89
TX_000515,CMP_00515,MULE_ACC_3450,2026-08-27 08:37:15,ATM_0100,20000,22
TX_000516,CMP_00516,MULE_ACC_6172,2026-08-30 18:12:15,ATM_0117,20000,96
TX_000517,CMP_00517,MULE_ACC_1983,2026-07-29 01:12:15,ATM_0137,20000,85
TX_000518,CMP_00518,MULE_ACC_6914,2026-08-01 22:07:15,ATM_0046,40000,163
TX_000519,CMP_00519,MULE_ACC_4259,2026-07-05 11:57:15,ATM_0138,20000,167
TX_000520,CMP_00520,MULE_ACC_9363,2026-08-22 07:39:15,ATM_0098,50000,134
TX_000521,CMP_00521,MULE_ACC_3745,2026-07-22 12:50:15,ATM_0147,25000,127
TX_000522,CMP_00522,MULE_ACC_6629,2026-08-26 23:48:15,ATM_0066,25000,100
TX_000523,CMP_00523,MULE_ACC_5444,2026-07-21 17:36:15,ATM_0134,40000,112
TX_000524,CMP_00524,MULE_ACC_3048,2026-07-30 02:38:15,ATM_0021,15000,84
TX_000525,CMP_00525,MULE_ACC_2045,2026-07-14 10:49:15,ATM_0085,15000,160
TX_000526,CMP_00526,MULE_ACC_3544,2026-08-21 00:08:15,ATM_0043,50000,119
TX_000527,CMP_00527,MULE_ACC_3150,2026-07-22 11:46:15,ATM_0142,25000,63
TX_000528,CMP_00528,MULE_ACC_8654,2026-08-28 08:27:15,ATM_0032,50000,89
TX_000529,CMP_00529,MULE_ACC_8480,2026-08-07 03:51:15,ATM_0137,50000,131
TX_000530,CMP_00530,MULE_ACC_4721,2026-07-23 09:46:15,ATM_0092,40000,133
TX_000531,CMP_00531,MULE_ACC_9574,2026-07-13 06:51:15,ATM_0110,15000,108
TX_000532,CMP_00532,MULE_ACC_5908,2026-08-17 14:01:15,ATM_0060,20000,130
TX_000533,CMP_00533,MULE_ACC_8161,2026-08-08 08:38:15,ATM_0137,40000,83
TX_000534,CMP_00534,MULE_ACC_2297,2026-08-26 11:17:15,ATM_0127,50000,180
TX_000535,CMP_00535,MULE_ACC_9715,2026-08-16 06:26:15,ATM_0020,20000,125
TX_000536,CMP_00536,MULE_ACC_8460,2026-07-12 07:25:15,ATM_0127,40000,135
TX_000537,CMP_00537,MULE_ACC_1813,2026-07-16 06:29:15,ATM_0021,25000,25
TX_000538,CMP_00538,MULE_ACC_1134,2026-07-21 01:31:15,ATM_0100,20000,43
TX_000539,CMP_00539,MULE_ACC_7084,2026-07-25 09:50:15,ATM_0032,20000,28
TX_000540,CMP_00540,MULE_ACC_8702,2026-07-21 09:16:15,ATM_0065,40000,69
TX_000541,CMP_00541,MULE_ACC_5078,2026-08-25 22:23:15,ATM_0008,20000,133
TX_000542,CMP_00542,MULE_ACC_9538,2026-08-02 22:13:15,ATM_0066,15000,141
TX_000543,CMP_00543,MULE_ACC_9534,2026-07-14 18:13:15,ATM_0066,15000,84
TX_000544,CMP_00544,MULE_ACC_4568,2026-07-26 23:18:15,ATM_0084,20000,80
TX_000545,CMP_00545,MULE_ACC_7484,2026-07-14 05:02:15,ATM_0149,15000,22
TX_000546,CMP_00546,MULE_ACC_7084,2026-08-03 20:04:15,ATM_0020,25000,83
TX_000547,CMP_00547,MULE_ACC_1983,2026-08-12 08:53:15,ATM_0138,20000,111
TX_000548,CMP_00548,MULE_ACC_6690,2026-07-12 12:26:15,ATM_0085,40000,69
TX_000549,CMP_00549,MULE_ACC_8951,2026-08-19 03:02:15,ATM_0100,15000,163
TX_000550,CMP_00550,MULE_ACC_6303,2026-08-09 03:07:15,ATM_0142,20000,90
TX_000551,CMP_00551,MULE_ACC_5844,2026-07-08 14:50:15,ATM_0006,50000,158
TX_000552,CMP_00552,MULE_ACC_1306,2026-08-05 10:42:15,ATM_0062,25000,113
TX_000553,CMP_00553,MULE_ACC_7348,2026-08-19 01:19:15,ATM_0142,20000,154
TX_000554,CMP_00554,MULE_ACC_6276,2026-08-12 06:07:15,ATM_0020,20000,44
TX_000555,CMP_00555,MULE_ACC_4310,2026-08-26 02:38:15,ATM_0008,15000,144
TX_000556,CMP_00556,MULE_ACC_9615,2026-08-14 11:36:15,ATM_0080,20000,171
TX_000557,CMP_00557,MULE_ACC_4419,2026-08-11 18:47:15,ATM_0137,15000,40
TX_000558,CMP_00558,MULE_ACC_7046,2026-07-27 16:47:15,ATM_0008,50000,177
TX_000559,CMP_00559,MULE_ACC_9511,2026-07-08 05:52:15,ATM_0137,25000,45
TX_000560,CMP_00560,MULE_ACC_5075,2026-07-16 05:36:15,ATM_0143,50000,180
TX_000561,CMP_00561,MULE_ACC_6864,2026-08-08 11:59:15,ATM_0043,15000,129
TX_000562,CMP_00562,MULE_ACC_3591,2026-08-08 11:28:15,ATM_0080,40000,173
TX_000563,CMP_00563,MULE_ACC_7755,2026-08-08 08:39:15,ATM_0145,50000,102
TX_000564,CMP_00564,MULE_ACC_5162,2026-07-17 11:07:15,ATM_0085,20000,135
TX_000565,CMP_00565,MULE_ACC_1267,2026-08-18 22:15:15,ATM_0078,20000,54
TX_000566,CMP_00566,MULE_ACC_1355,2026-07-23 05:57:15,ATM_0117,50000,161
TX_000567,CMP_00567,MULE_ACC_6827,2026-07-13 00:00:15,ATM_0117,20000,55
